id,start,end,today,head_of_household,lga_of_residence,Village,birth_year,Gender,Marital_Status,Household_size,Educational_Level,Living_Arrangement,roof_type,Religious_Affiliation,coop_society_member,Specify_cooperative_society,planting_time,farmland_cultivated_ha,measure_of_seed,bags_of_potato_seeds,baskets_of_potato_seed,cost_of_seeds,cost_of_farm_prep,fert_bags_required,fert_bags_purchased_preseason,total_fert_bags_purchased,total_cost_of_fert,pesticides,farmland_other_crops,farm_prep_cost_other_crops,mixed_cropping,years_of_experience,prior_participation,potato_variety,potato_variety_caruso,potato_variety_marabel,potato_variety_lady_cristyl,potato_variety_nicola,potato_variety_other,potato_variety_diamant,time_of_harvest,time_of_harvest_may,time_of_harvest_june,time_of_harvest_july,time_of_harvest_august,time_of_harvest_september,time_of_harvest_october,quantity_harvested_bags,need_a_store,find_storage_facility,who_owns_facility,self_owned_facility,potato_value_chain_facility,individuals_owned_facility,a_group_facility,government_owned_facility,facility_by_others,potato_storage_time,bags_of_potato_stored,cost_of_storage,post_harvest_losses,post_harvest_loss_bags,potato_sold_bags,potato_bag_price,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour,want_copy_of_report,email_provider,core_potato_lga,farm_prep_prop,fert_prop,time_taken,survey_day,survey_month,potato_farmsize_ha,potato_seeds_tons,farmsize_others_ha,potato_harvested_tons,qty_potato_stored_tons,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton
1958-F-6595,2023-08-31T18:21:20Z,2023-08-31T19:18:12Z,2023-08-31,no,Jos South,Turu Vwang,1958,Female,Married,7,primary_education,owned,zinc,christian,yes,Renuyel group turu,may,2,baskets,0,4,60000,12000,2,1,2,53000,"Perfect killer, z-force, cabro",3,9000,yes,30,no,nicola other,0,0,0,1,1,0,july,0,0,1,0,0,0,19,no,na,na,0,0,0,0,0,0,0,0,0,no,0,19,18500,yes,15,30000,manual,no,na,Yes,57.14,50,56.8735666672389,Thursday,August,0.09,0.1,0.14,0.95,0,0,0.95,0.38,380
1958-F-6116,2023-09-03T17:11:49Z,2023-09-03T17:37:35Z,2023-09-03,no,Jos South,Chugwi Vwang,1958,Female,Married,7,tertiary_education,owned,zinc,christian,yes,Kaweng farmers,may,2,baskets,0,4,60000,14000,2,2,2,53000,"Cabro, glory",2,8000,yes,28,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,21,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,20,17000,yes,18,36000,manual,no,na,Yes,63.64,100,25.7649000008901,Sunday,September,0.09,0.1,0.09,1.05,0,0.05,1,0.4,400
1958-F-0888,2023-09-03T18:13:59Z,2023-09-03T19:30:06Z,2023-09-03,no,Jos South,Zawan,1958,Female,Married,7,non_formal_education,owned,zinc,christian,yes,Tere Tuk farmers,may,2,baskets,0,5,75000,18000,2,2,2,53000,"Glory, cabro, z-force",2,10,yes,32,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,22,no,na,na,0,0,0,0,0,0,0,0,0,no,0,21,17000,yes,20,40000,manual,no,na,Yes,99.94,100,76.1083333333333,Sunday,September,0.09,0.12,0.09,1.1,0,0,1.05,0.42,420
1958-F-1655,2023-08-15T17:34:28Z,2023-08-15T17:39:48Z,2023-08-15,no,Mangu,Jwak panyam,1958,Female,Married,6,primary_education,owned,zinc,christian,no,na,april,100,bags,6,0,35000,5000,5,5,5,55000,Mancozeb,100,5000,no,8,no,marabel lady_cristyl,0,1,1,0,0,0,august,0,0,0,1,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,no,0,14,38000,no,0,0,manual,no,na,Yes,50,100,5.32203333377838,Tuesday,August,4.5,0.3,4.5,0.8,0,0,0.7,0.28,280
1958-M-0475,2023-08-16T08:41:20Z,2023-08-16T09:03:44Z,2023-08-16,yes,Mangu,Kogul,1958,Male,Married,6,no_education,owned,thatched,christian,no,na,april,100,bags,5,0,35000,3000,5,4,4,80000,Copper fungicide,100,3000,no,7,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,45,no,na,na,0,0,0,0,0,0,0,0,0,no,0,43,35000,no,0,0,manual,no,na,Yes,50,80,22.3983000000318,Wednesday,August,4.5,0.25,4.5,2.25,0,0,2.15,0.86,860
1958-M-2470,2023-08-19T04:54:34Z,2023-08-19T04:58:53Z,2023-08-19,yes,Mangu,Farin kasa,1958,Male,Married,6,primary_education,owned,zinc,christian,no,na,april,200,bags,14,0,35000,5000,9,7,8,175000,Phosphine Acid,200,5000,yes,7,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,115,no,na,na,0,0,0,0,0,0,0,0,0,no,0,110,38000,yes,3,9000,manual,no,na,Yes,50,77.78,4.31688333352407,Saturday,August,9,0.7,9,5.75,0,0,5.5,2.2,2200
1958-M-2042,2023-08-19T05:34:22Z,2023-08-19T05:37:22Z,2023-08-19,yes,Mangu,Kerang,1958,Male,Married,6,primary_education,owned,thatched,christian,no,na,april,200,bags,13,0,35000,5000,9,5,8,185000,Mancozeb,200,5000,no,8,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,123,no,na,na,0,0,0,0,0,0,0,0,0,no,0,120,39000,yes,2,7000,manual,no,na,Yes,50,55.56,3.00501666466395,Saturday,August,9,0.65,9,6.15,0,0,6,2.4,2400
1958-F-8502,2023-08-22T19:34:00Z,2023-08-22T19:47:39Z,2023-08-22,no,Bassa,Kissaloi,1958,Female,Married,6,primary_education,owned,zinc,christian,yes,Charity sisters,april,5,bags,5,0,1000000,44000,6,4,6,138000,"Fungicide, Glory and Contact",9,65000,no,11,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,57,no,na,na,0,0,0,0,0,0,0,0,0,yes,6,51,24000,yes,35,64000,manual,no,na,Yes,40.37,66.67,13.6457166671753,Tuesday,August,0.225,0.25,0.41,2.85,0,0.3,2.55,1.02,1020
1958-M-6984,2023-08-24T19:49:42Z,2023-08-24T19:53:18Z,2023-08-24,yes,Mangu,Tong'ashak,1958,Male,Married,6,tertiary_education,owned,zinc,christian,no,na,april,200,bags,12,0,3500,4500,9,8,6,7,Glory,200,4500,no,6,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,99,no,na,na,0,0,0,0,0,0,0,0,0,no,0,97,39000,yes,4,8000,manual,no,na,Yes,50,88.89,3.59921666383743,Thursday,August,9,0.6,9,4.95,0,0,4.85,1.94,1940
1958-F-2621,2023-08-28T15:57:27Z,2023-08-28T16:15:39Z,2023-08-28,no,Jos South,Gut Rayfield,1958,Female,Married,6,no_education,owned,zinc,christian,yes,Gut fadama farmers,may,2,baskets,0,4,60000,13000,2,2,2,52000,"Glory, z-force , cabro",2,7000,yes,12,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,no,0,13,18500,yes,8,16000,manual,no,na,Yes,65,100,18.195816663901,Monday,August,0.09,0.1,0.09,0.8,0,0,0.65,0.26,260
1958-F-0550,2023-08-28T22:55:13Z,2023-08-29T08:13:22Z,2023-08-28,no,Jos South,Du,1958,Female,Married,6,primary_education,owned,zinc,christian,yes,Besa renuyel Du,april,2,baskets,0,3,45000,10000,2,1,2,53000,Glory,2,6000,yes,30,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,17,no,na,na,0,0,0,0,0,0,0,0,0,no,0,15,18000,yes,4,8000,manual,no,na,Yes,62.5,50,558.148533332348,Monday,August,0.09,0.07,0.09,0.85,0,0,0.75,0.3,300
1958-M-8076,2023-08-30T15:16:32Z,2023-08-30T18:50:06Z,2023-08-30,yes,Jos South,Kuru,1958,Male,Married,6,tertiary_education,owned,zinc,christian,yes,Yong sangal farmers,may,4,baskets,0,8,120000,26000,4,4,4,106000,"Glory, cabro,",5,16000,yes,25,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,28,no,na,na,0,0,0,0,0,0,0,0,0,no,0,28,17000,yes,15,30000,manual,no,na,Yes,61.9,100,213.568733330568,Wednesday,August,0.18,0.2,0.22,1.4,0,0,1.4,0.56,560
1958-F-0216,2023-09-03T18:36:26Z,2023-09-03T19:30:33Z,2023-09-03,no,Jos South,Zawan,1958,Female,Married,6,secondary_education,owned,zinc,christian,yes,Tere Tuk farmers,may,3,baskets,0,5,75000,17000,3,2,2,53000,"Blue snow, z-force, glory",2,8000,yes,22,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,25,no,na,na,0,0,0,0,0,0,0,0,0,no,0,23,16500,yes,24,48000,manual,no,na,Yes,68,66.67,54.1294499993324,Sunday,September,0.135,0.12,0.09,1.25,0,0,1.15,0.46,460
1958-M-6246,2023-08-16T10:12:24Z,2023-08-16T10:16:59Z,2023-08-16,yes,Mangu,Kopal,1958,Male,Married,5,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,35000,4000,7,6,6,110000,Copper fungicide,100,4000,no,8,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,76,no,na,na,0,0,0,0,0,0,0,0,0,no,0,73,36000,no,0,0,manual,no,na,Yes,50,85.71,4.57003333568573,Wednesday,August,4.5,0.4,4.5,3.8,0,0,3.65,1.46,1460
1958-M-7190,2023-08-16T11:13:22Z,2023-08-16T11:18:12Z,2023-08-16,yes,Mangu,Kwamwus Ampang West,1958,Male,Married,5,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,40000,3000,6,5,5,112000,Copper fungicide,100,3000,no,6,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,76,no,na,na,0,0,0,0,0,0,0,0,0,no,0,74,40000,no,0,0,manual,no,na,Yes,50,83.33,4.82486666838328,Wednesday,August,4.5,0.4,4.5,3.8,0,0,3.7,1.48,1480
1958-M-1804,2023-08-17T09:39:52Z,2023-08-17T09:45:35Z,2023-08-17,yes,Mangu,Dikibin,1958,Male,Married,5,primary_education,owned,thatched,christian,no,na,april,100,bags,8,0,37000,5000,6,4,5,5,Glory,100,5000,no,4,no,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,56,no,na,na,0,0,0,0,0,0,0,0,0,no,0,53,40000,no,0,0,manual,no,na,Yes,50,66.67,5.71265000104904,Thursday,August,4.5,0.4,4.5,2.8,0,0,2.65,1.06,1060
1958-M-7191,2023-08-19T06:21:43Z,2023-08-19T06:25:02Z,2023-08-19,yes,Mangu,Bwor,1958,Male,Married,5,secondary_education,owned,thatched,christian,no,na,april,200,bags,13,0,35000,5000,9,5,7,185000,Copper fungicide,200,5000,no,7,no,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,109,no,na,na,0,0,0,0,0,0,0,0,0,no,0,105,39000,yes,2,7000,manual,no,na,Yes,50,55.56,3.31524999936422,Saturday,August,9,0.65,9,5.45,0,0,5.25,2.1,2100
1958-F-9306,2023-08-21T13:48:16Z,2023-08-21T13:53:25Z,2023-08-21,no,Jos South,Vwang,1958,Female,Married,5,non_formal_education,inherited,zinc,christian,yes,Mafeng farmers,april,2,baskets,0,4,60000,10000,2,2,2,5200,Glory,2,8000,yes,28,yes,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,13,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,11,18000,yes,17,34000,manual,no,na,Yes,55.56,100,5.14706666866938,Monday,August,0.09,0.1,0.09,0.65,0,0.05,0.55,0.22,220
1958-F-3063,2023-08-18T18:59:55Z,2023-08-21T15:17:59Z,2023-08-18,no,Jos South,Zawan,1958,Female,widowed,5,no_education,owned,zinc,christian,yes,Nerat Dagwi,may,1,baskets,0,2,30000,2000,1,1,1,26000,Cabro,1,2000,yes,30,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,6,no,na,na,0,0,0,0,0,0,0,0,0,yes,0.5,5,16500,yes,7,14000,manual,no,na,Yes,50,100,4098.06935000022,Friday,August,0.045,0.05,0.04,0.3,0,0.03,0.25,0.1,100
1958-M-4296,2023-08-18T19:05:43Z,2023-08-21T15:18:18Z,2023-08-18,yes,Jos South,Zawan,1958,Male,Married,5,tertiary_education,owned,zinc,christian,yes,Nerat Dagwi,april,3,baskets,0,6,80000,11000,2,2,2,52000,"Glory, cabro, pestoxs",2,8000,yes,18,yes,other,0,0,0,0,1,0,july,0,0,1,0,0,0,10,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,8,16000,yes,16,32000,manual,no,na,Yes,57.89,100,4092.58403333426,Friday,August,0.135,0.15,0.09,0.5,0,0.05,0.4,0.16,160
1958-F-7892,2023-08-21T17:47:10Z,2023-08-21T18:49:26Z,2023-08-21,no,Jos South,Vwang,1958,Female,widowed,5,no_education,owned,zinc,christian,yes,Nasara farmers,may,2,baskets,0,3,40000,10000,2,1,2,50000,"Perfect, cabro",2,4000,yes,16,yes,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,10,no,na,na,0,0,0,0,0,0,0,0,0,no,0,9,17500,yes,5,10000,manual,no,na,Yes,71.43,50,62.2615166664124,Monday,August,0.09,0.07,0.09,0.5,0,0,0.45,0.18,180
1958-F-5742,2023-08-22T03:56:12Z,2023-08-22T18:29:30Z,2023-08-22,yes,Bassa,Kissaloi,1958,Female,widowed,5,secondary_education,owned,zinc,christian,yes,Charity Sisters,april,3,bags,4,0,72000,32000,3,2,3,78000,Glory and Contact,6,40000,no,14,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,26,no,na,na,0,0,0,0,0,0,0,0,0,yes,3,23,23000,yes,19,42000,manual,no,na,Yes,44.44,66.67,873.307533331712,Tuesday,August,0.135,0.2,0.27,1.3,0,0.15,1.15,0.46,460
1958-F-4747,2023-08-22T13:59:32Z,2023-08-22T18:35:08Z,2023-08-22,no,Jos South,Top Rayfield,1958,Female,Married,5,non_formal_education,owned,zinc,christian,yes,Top farmers,may,2,baskets,0,3,45000,9000,2,1,2,50000,"Glory, z-force",1,3000,yes,30,yes,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,10,no,na,na,0,0,0,0,0,0,0,0,0,no,0,9,18500,yes,3,6000,manual,no,na,Yes,75,50,275.605216666063,Tuesday,August,0.09,0.07,0.04,0.5,0,0,0.45,0.18,180
1958-F-3390,2023-08-24T11:36:36Z,2023-08-24T11:40:33Z,2023-08-24,no,Mangu,Panyam,1958,Female,Married,5,primary_education,owned,zinc,christian,no,na,april,150,bags,10,0,37000,5000,7,6,7,176000,Luna fungicides,150,5000,no,6,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,79,no,na,na,0,0,0,0,0,0,0,0,0,no,0,75,38000,yes,2,6000,manual,no,na,Yes,50,85.71,3.95683333476384,Thursday,August,6.75,0.5,6.75,3.95,0,0,3.75,1.5,1500
1958-F-8805,2023-08-24T12:06:32Z,2023-08-24T12:08:57Z,2023-08-24,no,Mangu,Panyam,1958,Female,Married,5,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,35000,3500,7,5,6,135000,Luna fungicides,100,3500,no,4,no,caruso,1,0,0,0,0,0,july,0,0,1,0,0,0,67,no,na,na,0,0,0,0,0,0,0,0,0,no,0,62,38000,no,0,0,manual,no,na,Yes,50,71.43,2.4219833334287,Thursday,August,4.5,0.4,4.5,3.35,0,0,3.1,1.24,1240
1958-F-8902,2023-08-25T12:41:23Z,2023-08-25T12:46:06Z,2023-08-25,no,Mangu,Sabon gida,1958,Female,Married,5,secondary_education,owned,zinc,christian,no,na,april,200,bags,14,0,35000,5000,10,8,9,198000,Luna fungicides,200,5000,no,6,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,115,no,na,na,0,0,0,0,0,0,0,0,0,no,0,110,38000,yes,4,15000,manual,no,na,Yes,50,80,4.71341666380564,Friday,August,9,0.7,9,5.75,0,0,5.5,2.2,2200
1958-F-4720,2023-08-25T13:41:50Z,2023-08-25T13:44:35Z,2023-08-25,no,Mangu,Sabon gida,1958,Female,Married,5,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,36000,3500,7,5,6,145000,Mancozeb,100,3500,no,5,yes,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,64,no,na,na,0,0,0,0,0,0,0,0,0,no,0,60,38000,no,0,0,manual,no,na,Yes,50,71.43,2.76100000143051,Friday,August,4.5,0.4,4.5,3.2,0,0,3,1.2,1200
1958-F-8818,2023-08-26T01:21:17Z,2023-08-26T19:25:44Z,2023-08-26,no,Jos South,Rabin Du,1958,Female,Married,5,secondary_education,owned,zinc,christian,yes,Nerat Dagwi,may,6,baskets,0,10,150000,20000,5,4,5,130000,Glory,4,20000,yes,25,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,25,no,na,na,0,0,0,0,0,0,0,0,0,no,0,24,18500,yes,10,20000,manual,no,na,Yes,50,80,1084.44751666784,Saturday,August,0.27,0.25,0.18,1.25,0,0,1.2,0.48,480
1958-M-3228,2023-08-18T14:42:41Z,2023-08-18T14:49:50Z,2023-08-18,yes,Jos South,Zawan,1958,Male,Married,4,secondary_education,owned,zinc,christian,yes,Wunato Besa mcs,april,3,baskets,0,8,105000,18000,3,3,5,125000,"Perfect killer, pestoxs, glory, z-force",1,4000,yes,28,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,18,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,14,18000,yes,18,35000,manual,no,na,Yes,81.82,100,7.14150000015895,Friday,August,0.135,0.2,0.04,0.9,0,0.1,0.7,0.28,280
1958-F-2108,2023-08-19T05:59:34Z,2023-08-19T06:02:51Z,2023-08-19,no,Mangu,Bwor,1958,Female,Married,4,tertiary_education,owned,zinc,christian,no,na,april,100,bags,8,0,36000,3000,7,5,6,155000,Luna fungicides,100,3000,no,6,no,diamant,0,0,0,0,0,1,july,0,0,1,0,0,0,67,no,na,na,0,0,0,0,0,0,0,0,0,no,0,65,39000,no,0,0,manual,no,na,Yes,50,71.43,3.28471666574478,Saturday,August,4.5,0.4,4.5,3.35,0,0,3.25,1.3,1300
1958-F-7196,2023-08-18T14:36:29Z,2023-08-20T19:09:45Z,2023-08-18,no,Jos South,Zawan,1958,Female,Married,4,secondary_education,inherited,zinc,christian,yes,Wunato Besa mcs,may,2,baskets,0,6,80000,13000,2,1,4,100000,"Glory, blue snow, pestoxs, perfect killer",2,8000,yes,25,yes,marabel nicola,0,1,0,1,0,0,july,0,0,1,0,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,10,17000,yes,17,30000,manual,no,na,Yes,61.9,50,3153.27043333451,Friday,August,0.09,0.15,0.09,0.8,0,0.05,0.5,0.2,200
1958-F-8238,2023-08-24T12:24:49Z,2023-08-24T12:28:46Z,2023-08-24,no,Mangu,Panyam,1958,Female,Married,4,tertiary_education,owned,zinc,christian,no,na,april,150,bags,9,0,35000,4000,8,6,7,168000,Phosphine Acid,150,4000,no,4,no,diamant,0,0,0,0,0,1,july,0,0,1,0,0,0,75,no,na,na,0,0,0,0,0,0,0,0,0,no,0,70,40000,yes,2,5000,manual,no,na,Yes,50,75,3.95461666981379,Thursday,August,6.75,0.45,6.75,3.75,0,0,3.5,1.4,1400
1958-F-5950,2023-08-24T14:26:06Z,2023-08-24T14:29:08Z,2023-08-24,no,Mangu,Tong'ashak,1958,Female,Married,4,tertiary_education,owned,zinc,christian,no,na,april,100,bags,8,0,35000,2500,7,5,6,163000,Copper fungicide,100,2500,no,4,no,diamant,0,0,0,0,0,1,july,0,0,1,0,0,0,63,no,na,na,0,0,0,0,0,0,0,0,0,no,0,60,40000,no,0,0,manual,no,na,Yes,50,71.43,3.031283334891,Thursday,August,4.5,0.4,4.5,3.15,0,0,3,1.2,1200
1958-F-4121,2023-08-27T20:03:00Z,2023-08-27T20:05:34Z,2023-08-27,no,Mangu,Mangu,1958,Female,Married,4,tertiary_education,owned,zinc,christian,no,na,april,50,bags,6,0,35000,3500,5,3,4,80000,Glory,50,3500,no,3,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,48,no,na,na,0,0,0,0,0,0,0,0,0,no,0,45,39000,no,0,0,manual,no,na,Yes,50,60,2.57204999923706,Sunday,August,2.25,0.3,2.25,2.4,0,0,2.25,0.9,900
1958-F-8511,2023-08-27T20:08:31Z,2023-08-27T20:11:17Z,2023-08-27,no,Mangu,Mangu,1958,Female,Married,4,secondary_education,owned,zinc,christian,no,na,april,150,bags,10,0,35000,5000,8,6,7,165000,Phosphine Acid,150,5000,no,5,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,84,no,na,na,0,0,0,0,0,0,0,0,0,no,0,81,39000,yes,3,9000,manual,no,na,Yes,50,75,2.76395000219345,Sunday,August,6.75,0.5,6.75,4.2,0,0,4.05,1.62,1620
1958-M-4677,2023-08-18T19:26:03Z,2023-08-18T19:30:52Z,2023-08-18,yes,Jos South,Zawan,1958,Male,Married,3,secondary_education,owned,zinc,christian,yes,Nerat Dagwi,april,2,baskets,0,4,60000,10000,2,1,2,52000,"Glory, cabro, perfect killer",1,4000,yes,30,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,14,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,12,16500,yes,16,32000,manual,no,na,Yes,71.43,50,4.82343333562215,Friday,August,0.09,0.1,0.04,0.7,0,0.05,0.6,0.24,240
1958-M-8295,2023-08-24T12:48:18Z,2023-08-24T12:54:15Z,2023-08-24,yes,Mangu,Panyam,1958,Male,Married,3,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,37000,3500,7,5,6,165000,Glory,100,3500,no,4,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,64,no,na,na,0,0,0,0,0,0,0,0,0,no,0,61,39000,no,0,0,manual,no,na,Yes,50,71.43,5.93496666749318,Thursday,August,4.5,0.4,4.5,3.2,0,0,3.05,1.22,1220
1958-F-1423,2023-08-24T13:24:24Z,2023-08-24T13:28:18Z,2023-08-24,no,Mangu,Panyam,1958,Female,Married,3,tertiary_education,owned,zinc,christian,no,na,april,150,bags,10,0,36000,4000,8,6,7,155000,Mancozeb,150,4000,no,4,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,81,no,na,na,0,0,0,0,0,0,0,0,0,no,0,78,38000,yes,3,9000,manual,no,na,Yes,50,75,3.90423333644867,Thursday,August,6.75,0.5,6.75,4.05,0,0,3.9,1.56,1560
1958-M-0748,2023-08-24T20:06:00Z,2023-08-24T20:08:50Z,2023-08-24,yes,Mangu,Tong'ashak,1958,Male,Married,3,secondary_education,owned,thatched,christian,no,na,april,150,bags,11,0,35000,4500,8,6,7,178000,Mancozeb,150,4500,no,5,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,98,no,na,na,0,0,0,0,0,0,0,0,0,no,0,94,39000,no,0,0,manual,no,na,Yes,50,75,2.83564999898275,Thursday,August,6.75,0.55,6.75,4.9,0,0,4.7,1.88,1880
1958-F-8575,2023-08-25T13:57:08Z,2023-08-25T14:01:41Z,2023-08-25,no,Mangu,Sabon gida,1958,Female,Married,3,secondary_education,owned,zinc,christian,no,na,april,200,bags,12,0,35000,5000,9,6,7,175000,Copper fungicide,200,5000,no,6,yes,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,98,no,na,na,0,0,0,0,0,0,0,0,0,no,0,95,39000,yes,4,16000,manual,no,na,Yes,50,66.67,4.55761666695277,Friday,August,9,0.6,9,4.9,0,0,4.75,1.9,1900
1958-F-6702,2023-08-25T14:15:39Z,2023-08-25T14:18:24Z,2023-08-25,no,Mangu,Sabon gida,1958,Female,Married,3,secondary_education,owned,zinc,christian,no,na,april,150,bags,10,0,35000,5000,8,6,7,175000,Luna fungicides,150,5000,no,5,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,95,no,na,na,0,0,0,0,0,0,0,0,0,no,0,93,36000,no,0,0,manual,no,na,Yes,50,75,2.75334999958674,Friday,August,6.75,0.5,6.75,4.75,0,0,4.65,1.86,1860
1958-M-8832,2023-09-03T22:29:30Z,2023-09-03T22:41:01Z,2023-09-03,no,Jos North,Narabi,1958,Male,Single,0,tertiary_education,rented,zinc,muslim,no,na,april,0,bags,8,0,30000,20000,10000,1,9,12000,No,0,30000,no,3,no,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,20,no,na,na,0,0,0,0,0,0,0,0,0,no,0,5,13000,no,0,0,manual,no,na,Yes,40,0.01,11.5086166699727,Sunday,September,0,0.4,0,1,0,0,0.25,0.1,100
1957-F-4487,2023-08-17T08:48:24Z,2023-08-17T08:54:13Z,2023-08-17,no,Riyom,Byei,1957,Female,Married,9,primary_education,owned,thatched,christian,yes,Weng MCS,may,1,baskets,0,5,150000,10000,7,1,5,150000,Glory,2,6000,yes,15,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,7,no,na,na,0,0,0,0,0,0,0,0,0,no,0,4,14000,no,0,0,manual,no,na,Yes,62.5,14.29,5.82034999926885,Thursday,August,0.045,0.12,0.09,0.35,0,0,0.2,0.08,80
1957-M-3194,2023-08-18T16:32:58Z,2023-08-18T16:38:53Z,2023-08-18,yes,Jos South,Zawan,1957,Male,widowed,7,tertiary_education,owned,zinc,christian,yes,Nerat Dagwi,may,2,baskets,0,4,60000,15000,2,2,2,50000,"Cabro, glory",2,7000,yes,35,yes,marabel nicola,0,1,0,1,0,0,july,0,0,1,0,0,0,15,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,10,18000,yes,15,30000,manual,no,na,Yes,68.18,100,5.91686666409175,Friday,August,0.09,0.1,0.09,0.75,0,0.1,0.5,0.2,200
1957-M-9462,2023-08-29T20:30:43Z,2023-08-29T21:25:31Z,2023-08-29,yes,Jos South,Kuru,1957,Male,Married,7,primary_education,owned,zinc,christian,yes,Prudence farmers,may,3,baskets,0,5,75000,14000,3,2,2,53000,"Cabro, z-force",2,8000,yes,25,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,21,no,na,na,0,0,0,0,0,0,0,0,0,no,0,20,18000,yes,6,12000,manual,no,na,Yes,63.64,66.67,54.803183333079,Tuesday,August,0.135,0.12,0.09,1.05,0,0,1,0.4,400
1957-F-2002,2023-08-18T18:35:54Z,2023-08-18T18:46:18Z,2023-08-18,yes,Bassa,Assak,1957,Female,widowed,6,secondary_education,inherited,zinc,christian,yes,Assak Widows,april,3,bags,4,0,24000,34000,3,2,3,78000,Contact and Glory,8,82000,no,9,no,nicola,0,0,0,1,0,0,june,0,1,0,0,0,0,25,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,23,22000,yes,13,45000,manual,no,na,Yes,29.31,66.67,10.4032666643461,Friday,August,0.135,0.2,0.36,1.25,0,0.1,1.15,0.46,460
1957-M-7868,2023-08-24T05:52:37Z,2023-08-24T05:56:05Z,2023-08-24,yes,Mangu,Panyam,1957,Male,Married,6,secondary_education,owned,zinc,christian,no,na,april,150,bags,11,0,35000,1500,9,7,8,196000,Glory,150,1500,no,6,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,94,no,na,na,0,0,0,0,0,0,0,0,0,no,0,90,38000,no,0,0,manual,no,na,Yes,50,77.78,3.45775000254313,Thursday,August,6.75,0.55,6.75,4.7,0,0,4.5,1.8,1800
1957-M-0184,2023-08-24T20:40:55Z,2023-08-25T07:25:36Z,2023-08-24,yes,Mangu,Tong'ashak,1957,Male,Married,6,secondary_education,owned,thatched,christian,no,na,april,200,bags,13,0,35000,5000,9,7,8,195000,Mancozeb,200,5000,no,7,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,109,no,na,na,0,0,0,0,0,0,0,0,0,no,0,102,37000,yes,3,10000,manual,no,na,Yes,50,77.78,644.685800000032,Thursday,August,9,0.65,9,5.45,0,0,5.1,2.04,2040
