id,today,survey_day,survey_month,lga_of_residence,village,time_taken,birth_year,gender,marital_status,household_size,educational_level,living_arrangement,roof_type,coop_society_member,planting_time,potato_farmsize_ha,farmsize_others_ha,potato_seeds_tons,cost_of_seeds,cost_of_farm_prep,total_fert_bags_purchased,total_cost_of_fert,mixed_cropping,years_of_experience,prior_participation,potato_variety,time_of_harvest,potato_harvested_tons,need_a_store,find_storage_facility,qty_potato_stored_tons,post_harvest_losses,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour
1972-F-3200,2023-09-04,Monday,September,Jos North,Dong,4.44624999761581,1972,Female,Married,7,tertiary_education,rented,zinc,yes,april,0.45,0,0.2,52000,58000,4,112000,yes,10,yes,marabel,july,1.7,no,na,0,yes,0.05,1.5,390,390000,yes,5,34000,manual
1972-F-4888,2023-08-20,Saturday,August,Bassa,Miango,11.0108666658401,1972,Female,Married,6,secondary_education,owned,zinc,yes,april,0.22,0.36,0.3,108000,42000,5,125000,no,20,no,marabel,july,2.15,no,na,0,yes,0.2,1.95,420,420000,yes,33,63000,manual
1972-F-8360,2023-08-22,Tuesday,August,Jos South,Rayfield,25.8297666668892,1972,Female,Married,6,tertiary_education,inherited,zinc,yes,may,0.09,0.04,0.1,60000,9000,2,50000,yes,7,no,marabel other,august,0.6,no,na,0,no,0,0.55,370,370000,yes,5,10000,manual
1972-M-1712,2023-08-22,Tuesday,August,Riyom,Kwi Camp,4.22248333692551,1972,Male,Married,6,secondary_education,owned,zinc,yes,may,0.09,0.09,0.3,120000,12000,6,180000,no,20,no,nicola,july,1,yes,no,0,yes,0.15,0.85,360,360000,yes,5,25000,manual
1972-M-3277,2023-08-23,Wednesday,August,Barkin Ladi,Sho,4.00326666434606,1972,Male,Married,6,secondary_education,inherited,zinc,yes,april,0.18,0.09,0.07,15000,25000,3,6,yes,8,yes,marabel,june,0.7,yes,yes,0.65,yes,0.65,0.6,500,500000,yes,2,20000,manual
1972-M-5241,2023-08-23,Wednesday,August,Barkin Ladi,Ropp,3.96924999952316,1972,Male,Married,6,secondary_education,inherited,zinc,yes,april,0.18,0.14,0.05,14000,75000,5,10,yes,6,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,25000,manual
1972-F-9096,2023-08-24,Thursday,August,Bassa,Miango,12.0883500019709,1972,Female,Married,6,non_formal_education,owned,zinc,yes,april,0.36,0.68,0.45,144000,87000,8,2000000,no,12,no,marabel,july,3.75,no,na,0,yes,0.4,3.35,400,400000,yes,55,113000,manual
1972-M-2285,2023-08-24,Thursday,August,Bassa,Miango,8.88786666790644,1972,Male,Married,6,secondary_education,owned,zinc,yes,may,0.41,0.68,0.25,180000,70000,9,225000,yes,23,no,nicola,june,4.3,no,na,0,yes,0.4,3.9,440,440000,yes,49,91000,manual
1972-M-4843,2023-08-24,Thursday,August,Jos South,Turu,18.927099998792,1972,Male,Married,6,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,9000,2,53000,yes,13,no,other,august,0.65,yes,yes,0.5,yes,0.03,0.5,380,380000,yes,6,12000,manual
1972-F-7246,2023-08-16,Wednesday,August,Bassa,Miango,16.6783833344777,1972,Female,Married,5,secondary_education,owned,zinc,yes,april,0.22,0.41,0.15,90000,50000,6,150000,no,10,yes,nicola,june,1.75,no,na,0,yes,0.15,1.6,420,420000,yes,35,70000,manual
1972-F-1619,2023-08-21,Monday,August,Jos South,Vwang,5.46096666653951,1972,Female,Married,5,secondary_education,owned,zinc,yes,april,0.18,0.09,0.2,120000,23000,4,100000,yes,19,yes,marabel,july,1,no,na,0,yes,0.05,0.85,340,340000,yes,26,52000,manual
1972-M-1543,2023-08-24,Thursday,August,Jos South,Turu,36.6538833340009,1972,Male,Married,5,secondary_education,inherited,zinc,yes,april,0.14,0.09,0.12,75000,10000,3,78000,yes,19,no,marabel,august,0.6,no,na,0,no,0,0.55,360,360000,yes,5,10000,manual
1972-M-8729,2023-08-25,Friday,August,Jos North,Lamingo,39.4811166644096,1972,Male,Married,5,secondary_education,owned,zinc,no,may,0.45,1.35,1,500000,100000,12,27000,no,25,yes,marabel,july,3,no,na,0,no,0,2,360,360000,yes,5,150000,manual
1972-M-7821,2023-08-25,Friday,August,Jos South,Dasha Vwang,76.9523833314578,1972,Male,Married,5,tertiary_education,owned,zinc,yes,april,0.09,0.14,0.1,60000,6000,2,52000,yes,16,no,other,august,0.65,no,na,0,no,0,0.5,380,380000,yes,4,6000,manual
1972-M-0906,2023-08-25,Friday,August,Barkin Ladi,Kura -falls,577.953466665745,1972,Male,Married,5,secondary_education,inherited,zinc,no,april,0.14,0.09,0.05,5000,15000,2,25000,yes,7,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1972-M-7769,2023-08-26,Saturday,August,Barkin Ladi,Kura -falls,6.25449999968211,1972,Male,Married,5,secondary_education,inherited,zinc,no,april,0.14,0.09,0.05,14000,25000,5,25000,yes,7,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1972-M-1791,2023-08-29,Tuesday,August,Jos South,Kuru,35.4140166640282,1972,Male,Married,5,secondary_education,owned,zinc,yes,may,0.14,0.09,0.25,150000,32000,5,130000,yes,20,yes,nicola,august,1.6,no,na,0,no,0,1.5,370,370000,yes,13,26000,manual
1972-F-3591,2023-08-15,Tuesday,August,Mangu,Panyam Daika,9.77641666730245,1972,Female,Married,4,secondary_education,owned,zinc,no,april,4.5,4.5,0.2,35000,5000,3,50000,no,5,no,marabel,august,2.5,no,na,0,no,0,2.4,700,700000,yes,5,20000,manual
1972-M-3596,2023-08-24,Thursday,August,Mangu,Panyam,3.26661666631699,1972,Male,Married,4,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,37000,3000,7,175000,no,4,no,nicola,august,3.8,no,na,0,no,0,3.6,780,780000,no,0,0,manual
1972-F-7716,2023-09-05,Tuesday,September,Jos North,Amanzah,5.49450000127157,1972,Female,Married,4,tertiary_education,inherited,zinc,yes,april,0.45,0.04,0.15,22000,6000,3,18000,no,4,no,other,june,0.3,no,na,0,no,0,0.2,460,460000,no,0,0,mechanized
1971-M-6577,2023-08-22,Tuesday,August,Barkin Ladi,Lahwol,7.00616666873296,1971,Male,Married,9,secondary_education,inherited,zinc,no,april,0.18,0.14,0.07,5000,15000,7,8,yes,6,yes,marabel,june,0.8,yes,yes,0.75,yes,0.7,0.65,500,500000,yes,2,20000,manual
1971-F-4046,2023-08-24,Thursday,August,Barkin Ladi,Gashish,3.50539999802907,1971,Female,Married,9,secondary_education,inherited,zinc,no,april,0.14,0.14,0.05,15000,75000,3,6,yes,6,yes,marabel,june,0.75,yes,yes,0.7,yes,0.65,0.6,500,500000,yes,2,20000,manual
1971-M-2719,2023-08-29,Tuesday,August,Barkin Ladi,Kworos,13.6762666662534,1971,Male,Married,9,secondary_education,inherited,zinc,yes,april,0.14,0.09,0.05,13000,25000,4,25000,yes,7,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1971-M-2757,2023-08-23,Wednesday,August,Barkin Ladi,Lahwol,4.16863333384196,1971,Male,Married,8,secondary_education,inherited,zinc,yes,april,0.18,0.14,0.07,25000,75000,5,7,yes,10,yes,marabel,june,0.75,yes,yes,0.7,yes,0.65,0.6,500,500000,yes,2,20000,manual
1971-F-9156,2023-08-23,Wednesday,August,Barkin Ladi,Karon,4.30005000034968,1971,Female,Married,8,secondary_education,inherited,zinc,yes,april,0.18,0.09,0.07,13000,75000,4,7,yes,10,yes,marabel,june,0.7,yes,yes,0.65,yes,0.65,0.6,500,500000,yes,2,20000,manual
1971-F-4327,2023-08-26,Saturday,August,Barkin Ladi,Kura -falls,13.4714999993642,1971,Female,Married,8,secondary_education,inherited,zinc,no,april,0.18,0.14,0.07,13000,25000,3,25000,yes,7,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1971-M-6238,2023-08-29,Tuesday,August,Barkin Ladi,Kworos,6.14278333187103,1971,Male,Married,8,secondary_education,inherited,zinc,yes,april,0.18,0.14,0.07,13000,75000,5,25000,yes,6,yes,marabel,june,0.65,yes,yes,0.6,yes,0.55,0.5,500,500000,yes,2,20000,manual
1971-F-8580,2023-08-29,Tuesday,August,Barkin Ladi,Zabot,4.45586666663488,1971,Female,Married,8,secondary_education,inherited,zinc,no,april,0.18,0.09,0.07,13000,25000,6,25000,yes,6,yes,marabel,june,0.8,yes,yes,0.75,yes,0.7,0.65,500,500000,yes,2,20000,manual
1971-M-6148,2023-09-02,Saturday,September,Jos South,Dakyen Kuru,1007.11095000108,1971,Male,Married,8,tertiary_education,rented,zinc,yes,may,0.09,0.04,0.1,60000,15000,2,53000,yes,8,no,marabel,july,0.85,no,na,0,no,0,0.75,340,340000,yes,18,36000,manual
1971-F-1160,2023-08-24,Thursday,August,Barkin Ladi,Gashish,3.68053333361944,1971,Female,Married,7,secondary_education,inherited,zinc,no,april,0.18,0.09,0.07,13000,25000,3,5,yes,8,yes,marabel,june,0.65,yes,yes,0.6,yes,0.55,0.5,500,500000,yes,2,20000,manual
1971-F-8623,2023-08-24,Thursday,August,Barkin Ladi,Karon,4.78334999879201,1971,Female,Married,7,secondary_education,inherited,zinc,no,april,0.14,0.09,0.07,13000,75000,5,9,yes,7,yes,marabel,june,0.65,yes,yes,0.6,yes,0.55,0.5,500,500000,yes,2,20000,manual
1971-F-6354,2023-08-24,Thursday,August,Barkin Ladi,Karon,4.95623333454132,1971,Female,Married,7,secondary_education,inherited,zinc,yes,april,0.18,0.09,0.07,15000,75000,4,5000,yes,10,yes,marabel,june,0.8,yes,yes,0.75,yes,0.7,0.65,500,500000,yes,2,20000,manual
1971-M-4494,2023-08-24,Thursday,August,Jos South,Turu,9.69603333473206,1971,Male,Married,7,secondary_education,owned,zinc,yes,may,0.14,0.14,0.12,75000,16000,3,78000,yes,16,no,marabel,july,0.55,no,na,0,no,0,0.5,350,350000,yes,5,10000,manual
1971-M-6015,2023-08-29,Tuesday,August,Barkin Ladi,Zabot,3.12706666787465,1971,Male,Married,7,secondary_education,inherited,zinc,no,april,0.18,0.09,0.07,13000,75000,3,25000,yes,7,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1971-M-6308,2023-08-16,Wednesday,August,Bassa,Miango,18.9424499988556,1971,Male,Married,6,non_formal_education,owned,zinc,yes,april,0.45,0.81,0.28,165000,55000,11,264000,no,12,yes,marabel,june,3.6,no,na,0,no,0,3.2,460,460000,yes,40,55000,manual
1971-F-4526,2023-08-21,Monday,August,Jos South,Vwang,76.3612833340963,1971,Female,Married,6,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,12000,2,50000,yes,22,yes,marabel,august,0.65,no,na,0,yes,0.03,0.55,350,350000,yes,5,10000,manual
1971-F-8782,2023-08-22,Tuesday,August,Bassa,Kissaloi,11.6963166673978,1971,Female,Married,6,secondary_education,owned,zinc,yes,april,0.09,0.36,0.1,36000,200000,2,52000,no,10,no,nicola,july,1.05,no,na,0,yes,0.1,0.95,440,440000,yes,10,28000,manual
1971-F-7554,2023-08-23,Wednesday,August,Jos South,Zawan,41.2598333319028,1971,Female,Married,6,tertiary_education,inherited,zinc,yes,april,0.14,0.09,0.15,90000,16000,3,75000,yes,15,no,marabel,august,0.55,no,na,0,no,0,0.5,360,360000,yes,6,12000,manual
1971-F-4964,2023-08-23,Wednesday,August,Barkin Ladi,Sho,3.88349999984105,1971,Female,Married,6,secondary_education,inherited,zinc,yes,april,0.18,0.09,0.07,13000,25000,5,8,yes,10,yes,marabel,june,0.8,yes,yes,0.75,yes,0.7,0.65,520,520000,yes,2,20000,manual
1971-M-5816,2023-08-24,Thursday,August,Barkin Ladi,Fan,23.1747499982516,1971,Male,Married,6,secondary_education,inherited,zinc,no,april,0.18,0.09,0.07,15000,75000,3,5000,yes,7,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1971-M-1701,2023-08-27,Sunday,August,Jos South,Janda Du,296.875349998474,1971,Male,Married,6,tertiary_education,owned,zinc,yes,april,0.22,0.18,0.25,150000,25000,4,104000,yes,28,no,nicola,july,1,no,na,0,no,0,0.9,330,330000,yes,8,18000,manual
1971-F-7385,2023-08-27,Sunday,August,Jos South,Rabin Du,240.392733331521,1971,Female,Married,6,secondary_education,owned,zinc,yes,may,0.14,0.18,0.12,75000,12000,3,78000,yes,28,no,other,august,0.95,no,na,0,no,0,0.85,380,380000,yes,8,16000,manual
1971-M-4142,2023-08-26,Saturday,August,Barkin Ladi,Kworos,4530.4713166674,1971,Male,Married,6,secondary_education,inherited,zinc,yes,april,0.18,0.09,0.07,15000,25000,3,15000,yes,7,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1971-F-0384,2023-08-31,Thursday,August,Jos East,Fobur A,4.74643333355586,1971,Female,Married,6,non_formal_education,owned,zinc,yes,june,0.27,0.27,0.4,142000,32000,5,105000,yes,12,yes,marabel lady_cristyl other,august,0.95,no,na,0,no,0,0.9,374,374000,no,0,0,manual
1971-F-2920,2023-09-01,Friday,September,Jos South,Bukuru Gyel,93.5157666643461,1971,Female,Married,6,tertiary_education,owned,zinc,yes,may,0.09,0.04,0.07,45000,9000,1,26500,yes,16,no,marabel,july,0.6,no,na,0,no,0,0.5,360,360000,yes,9,18000,manual
1971-M-6308,2023-09-02,Saturday,September,Jos South,Dakyen Kuru,1011.38364999692,1971,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,20000,4,106000,yes,20,no,marabel,july,1.45,no,na,0,no,0,1.3,350,350000,yes,24,48000,manual
1971-F-2477,2023-09-02,Saturday,September,Jos South,Dakyen Kuru,991.282466665904,1971,Female,Married,6,tertiary_education,owned,zinc,yes,may,0.14,0.09,0.15,90000,15000,3,80000,yes,20,no,other,august,0.95,no,na,0,no,0,0.9,370,370000,yes,19,38000,manual
1971-F-3637,2023-09-03,Sunday,September,Jos South,Chugwi Vwang,34.3054499983788,1971,Female,Married,6,secondary_education,inherited,zinc,yes,may,0.14,0.14,0.12,75000,14000,2,53000,yes,23,no,marabel,july,1.2,no,na,0,yes,0.05,1.1,330,330000,yes,18,36000,manual
1971-F-9954,2023-08-19,Saturday,August,Bassa,Binchi,17.7179166674614,1971,Female,Married,5,secondary_education,owned,zinc,yes,may,0.27,0.45,0.3,108000,78000,6,150000,no,20,no,marabel,july,2.6,no,na,0,yes,0.25,2.35,440,440000,yes,29,92000,manual
1971-F-0687,2023-08-21,Monday,August,Jos South,Vwang,18.7941333333651,1971,Female,Married,5,secondary_education,owned,zinc,yes,april,0.14,0.09,0.12,75000,12000,3,75000,yes,9,yes,marabel,august,0.75,yes,no,0,no,0,0.7,370,370000,yes,6,12000,manual
1971-F-0131,2023-08-31,Thursday,August,Jos South,Kuru,26.1825333356857,1971,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,13000,3,80000,yes,36,no,marabel nicola,august,1.1,no,na,0,no,0,1,360,360000,yes,42,84000,manual
1971-F-8062,2023-09-01,Friday,September,Jos South,Kuru,37.6239000002543,1971,Female,Married,5,secondary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,13000,2,53000,yes,15,no,marabel,july,0.95,no,na,0,no,0,0.9,350,350000,yes,12,24000,manual
1971-F-5288,2023-08-23,Wednesday,August,Jos South,Zawan,51.2159666697184,1971,Female,Married,4,tertiary_education,inherited,zinc,yes,may,0.14,0.09,0.12,75000,15000,2,50000,yes,13,no,other,august,0.9,no,na,0,no,0,0.6,380,380000,yes,6,12000,manual
1971-M-9457,2023-08-31,Thursday,August,Barkin Ladi,Kuzen,2.75613333384196,1971,Male,Married,3,tertiary_education,owned,zinc,no,april,0.14,0.04,0.07,58000,2000,3,900,yes,7,yes,marabel,june,1.8,no,na,0,no,0,1.5,360,360000,no,0,0,manual
1970-M-1804,2023-08-21,Monday,August,Mangu,KOPAL,7.88001666863759,1970,Male,Married,12,non_formal_education,owned,zinc,no,may,18,9,1,400000,200000,18,450000,yes,5,no,caruso,august,15,yes,yes,12.5,no,0,10,400,400000,yes,20,200000,manual
1970-M-5058,2023-08-23,Wednesday,August,Mangu,KEN-VILLAGE,4.7743499994278,1970,Male,Married,12,non_formal_education,owned,zinc,no,may,22.5,4.5,1.25,500000,250000,20,500000,yes,6,no,caruso,august,14,yes,yes,12.25,no,0,6,400,400000,yes,23,230000,manual
1970-M-0535,2023-08-21,Monday,August,Mangu,BWOR,4.64559999704361,1970,Male,Married,10,non_formal_education,inherited,zinc,no,may,13.5,9,0.75,300000,150000,10,250000,no,7,no,marabel,july,8.25,yes,yes,7,no,0,6.5,400,400000,yes,11,110000,manual
1970-M-8955,2023-08-22,Tuesday,August,Mangu,DUNGLA'AR,3.33510000308355,1970,Male,Married,10,primary_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,10,250000,no,10,yes,marabel,july,10.5,yes,yes,5,no,0,4.25,400,400000,yes,14,140000,manual
1970-M-7080,2023-08-23,Wednesday,August,Mangu,S/BARKI-GINDIRI,3.64993333419164,1970,Male,Married,10,non_formal_education,owned,zinc,no,may,18,4.5,1,400000,200000,18,450000,no,6,no,caruso,august,11.5,yes,yes,10.75,no,0,9.35,400,400000,yes,18,180000,manual
1970-F-9402,2023-08-23,Wednesday,August,Barkin Ladi,Karon,3.67293333212535,1970,Female,Married,10,secondary_education,inherited,zinc,yes,april,0.22,0.09,0.07,13000,75000,5,9,yes,6,yes,marabel,june,0.75,yes,yes,0.7,yes,0.65,0.6,500,500000,yes,2,25000,manual
1970-M-2153,2023-08-24,Thursday,August,Barkin Ladi,Gashish,105.313233331839,1970,Male,Married,10,secondary_education,inherited,zinc,no,april,0.14,0.09,0.05,15000,75000,5,9,yes,8,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1970-M-1911,2023-08-29,Tuesday,August,Barkin Ladi,Kworos,8.92134999831518,1970,Male,Married,10,secondary_education,inherited,zinc,yes,april,0.18,0.14,0.07,15000,75000,5,25000,yes,8,yes,marabel,june,0.8,yes,yes,0.75,yes,0.7,0.65,500,500000,yes,2,20000,manual
1970-M-0384,2023-08-25,Friday,August,Riyom,A/Wereng,4.02660000324249,1970,Male,Married,9,primary_education,owned,thatched,yes,may,0.04,0.04,0.12,100000,8000,4,120000,yes,15,no,marabel,july,0.4,no,na,0,no,0,0.35,340,340000,yes,2,6000,manual
1970-M-8985,2023-08-26,Saturday,August,Barkin Ladi,Kura -falls,7.67673333088557,1970,Male,Married,9,secondary_education,inherited,zinc,no,april,0.18,0.14,0.05,15000,30000,5,25000,yes,8,yes,marabel,june,0.8,yes,yes,0.75,yes,0.65,0.6,500,500000,yes,2,20000,manual
1970-M-9379,2023-08-19,Saturday,August,Riyom,Dachol,5.15598333279292,1970,Male,Married,8,tertiary_education,owned,zinc,yes,june,0.04,0.18,0.12,120000,13000,6,180000,no,20,no,marabel,august,1,no,na,0,yes,0.15,0.85,360.16,360160,yes,5,25000,manual
1970-M-8618,2023-08-22,Tuesday,August,Riyom,Rahwol,4.32269999980926,1970,Male,Married,8,tertiary_education,owned,zinc,yes,may,0.09,0.18,0.35,140000,17000,6,180000,no,20,no,marabel,july,1,no,na,0,yes,0.1,0.7,500,500000,yes,5,20000,manual
1970-M-6994,2023-08-22,Tuesday,August,Riyom,Dahwolwep,6.43958333333333,1970,Male,Married,8,tertiary_education,owned,zinc,yes,may,0.09,0.09,0.35,140000,20000,7,210000,no,20,no,marabel,july,1.15,yes,yes,0.9,yes,0.1,0.9,360,360000,yes,5,20000,manual
1970-F-3178,2023-08-23,Wednesday,August,Jos East,Kuta,5.7873500029246,1970,Female,Married,8,non_formal_education,owned,zinc,yes,may,0.27,0.32,0.35,128000,0,6,129000,yes,13,yes,caruso marabel other,august,1.15,no,na,0,no,0,1.1,374,374000,no,0,0,manual
1970-M-7688,2023-08-23,Wednesday,August,Mangu,ANGWAN MUPUN,10.1074000000954,1970,Male,Married,8,non_formal_education,owned,zinc,no,may,18,4.5,1,400000,200000,18,350000,yes,4,no,marabel,july,12.5,yes,yes,11,no,0,9.5,400,400000,yes,20,200000,manual
1970-M-9036,2023-08-23,Wednesday,August,Mangu,NAGWAK,4.23318333625793,1970,Male,Married,8,non_formal_education,owned,zinc,no,may,27,13.5,1.5,600000,300000,28,700000,yes,4,yes,marabel,july,20,yes,yes,14,no,0,12.75,400,400000,yes,30,300000,manual
1970-M-8319,2023-08-23,Wednesday,August,Mangu,ANGWAN MUPUN,3.32461666663488,1970,Male,Married,8,non_formal_education,inherited,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,yes,5,no,marabel,august,8.75,yes,yes,8,no,0,7.5,400,400000,yes,10,100000,manual
1970-M-1442,2023-08-25,Friday,August,Jos North,Naraguta,14.7911666671435,1970,Male,Married,8,tertiary_education,inherited,zinc,yes,april,0.45,0,0.25,114000,25000,4,115000,yes,14,yes,other,august,1.9,yes,yes,1.7,no,0,1.75,480,480000,yes,5,60000,manual
1970-M-9889,2023-08-25,Friday,August,Riyom,Bangai,4.2445499976476,1970,Male,Married,8,tertiary_education,owned,zinc,yes,may,0.09,0.18,0.4,160000,25000,8,240000,no,25,no,marabel other,july,1.75,yes,no,0,yes,0.15,1.5,500,500000,yes,6,30000,manual
1970-F-0780,2023-09-01,Friday,September,Jos East,Rizek,4.12860000133514,1970,Female,Married,8,secondary_education,owned,zinc,yes,may,0.27,0.45,0.4,142000,45000,8,164000,yes,16,no,caruso marabel other,august,1.3,no,na,0,no,0,1.2,374,374000,no,0,0,manual
1970-F-1976,2023-09-01,Friday,September,Barkin Ladi,Kuzen,2.56000000238419,1970,Female,Married,8,secondary_education,owned,zinc,no,march,0.14,0.09,0.07,5000,2000,3,9000,no,7,yes,marabel,june,1.8,yes,no,0,no,0,1.3,320,320000,no,0,0,manual
1970-F-5696,2023-08-21,Monday,August,Jos South,Vwang,23.3352166652679,1970,Female,Married,7,secondary_education,owned,zinc,yes,april,0.14,0.09,0.12,75000,10000,2,50000,yes,12,yes,marabel,july august,0.65,no,na,0,no,0,0.6,360,360000,yes,5,1000,manual
1970-M-8834,2023-08-23,Wednesday,August,Barkin Ladi,Kworos,4.00164999961853,1970,Male,Married,7,secondary_education,inherited,zinc,yes,april,0.22,0.14,0.07,15000,75000,3,5,yes,10,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1970-F-8659,2023-08-25,Friday,August,Jos South,Dasha Vwang,69.0993499994278,1970,Female,Married,7,primary_education,owned,zinc,yes,may,0.14,0.18,0.12,78000,10000,3,78000,yes,25,no,marabel,july,0.75,no,na,0,no,0,0.65,370,370000,yes,6,9000,manual
1970-F-7389,2023-08-31,Thursday,August,Jos South,Nyango Gura Gyel,35.2550333340963,1970,Female,Married,7,secondary_education,inherited,zinc,yes,may,0.18,0.09,0.2,120000,26000,4,106000,yes,18,no,marabel,july,1.2,no,na,0,no,0,1.15,340,340000,yes,20,40000,manual
1970-M-6309,2023-09-03,Sunday,September,Jos South,Ji-Lah Turu,293.68826666673,1970,Male,Married,7,secondary_education,owned,zinc,yes,may,0.18,0.18,0.2,120000,28000,4,106000,yes,23,no,marabel,august,1.5,no,na,0,yes,0.1,1.4,360,360000,yes,23,46000,manual
1970-F-6348,2023-09-03,Sunday,September,Jos South,Ji-Lah Turu,240.674050001303,1970,Female,Married,7,secondary_education,inherited,zinc,yes,may,0.18,0.14,0.2,120000,20000,4,106000,yes,26,no,marabel,july,1.3,no,na,0,no,0,1.25,350,350000,yes,24,48000,manual
1970-F-8145,2023-08-19,Saturday,August,Jos South,Zawan,2763.0800999999,1970,Female,Married,6,secondary_education,inherited,zinc,yes,april,0.18,0.09,0.25,140000,23000,3,78000,yes,20,yes,marabel,july,0.95,no,na,0,yes,0.05,0.75,310,310000,yes,24,43000,manual
1970-M-2665,2023-08-22,Tuesday,August,Bassa,Zabolo,12.3777499993642,1970,Male,Married,6,non_formal_education,owned,zinc,yes,may,0.27,0.5,0.3,112000,75000,6,150000,no,21,no,nicola,july,2.8,no,na,0,yes,0.2,2.6,460,460000,yes,31,93000,manual
1970-F-3731,2023-08-22,Tuesday,August,Bassa,Kissaloi,10.5257666667302,1970,Female,Married,6,non_formal_education,inherited,zinc,yes,may,0.27,0.54,0.3,96000,75000,6,150000,no,15,no,marabel,june,2.75,no,na,0,yes,0.3,2.45,440,440000,yes,31,88000,manual
1970-F-9626,2023-08-24,Thursday,August,Jos South,Turu,34.4839833339055,1970,Female,Married,6,primary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,10000,2,27000,yes,20,no,marabel,august,0.7,no,na,0,no,0,0.6,360,360000,yes,6,12000,manual
1970-M-0225,2023-08-25,Friday,August,Jos South,Chuni Vwang,64.7693833351135,1970,Male,Married,6,secondary_education,owned,zinc,yes,may,0.22,0.18,0.2,120000,20000,4,104000,yes,28,no,marabel,july,1,no,na,0,no,0,0.95,350,350000,yes,8,12000,manual
1970-M-2790,2023-08-25,Friday,August,Jos South,Chuni Vwang,49.2492166638374,1970,Male,Married,6,primary_education,owned,zinc,yes,may,0.18,0.14,0.15,90000,10000,3,78000,yes,25,no,marabel,july,0.8,no,na,0,no,0,0.7,350,350000,yes,6,9000,manual
1970-F-4183,2023-08-25,Friday,August,Jos South,Chuni Vwang,33.9105000019074,1970,Female,Married,6,primary_education,owned,zinc,yes,may,0.09,0.09,0.12,75000,10000,3,78000,yes,20,no,other,july,0.85,no,na,0,no,0,0.8,370,370000,yes,7,11000,manual
1970-F-7896,2023-08-27,Sunday,August,Jos South,Janda Du,278.096983333429,1970,Female,Married,6,secondary_education,owned,zinc,yes,may,0.18,0.14,0.2,120000,22000,4,105000,yes,28,no,marabel,july,1.15,no,na,0,no,0,1,370,370000,yes,10,20000,manual
1970-F-5766,2023-08-27,Sunday,August,Jos South,Vwang,862.816683336099,1970,Female,Married,6,tertiary_education,rented,zinc,yes,may,0.09,0,0.12,75000,14000,2,53000,yes,6,no,marabel,july,0.75,no,na,0,no,0,0.7,360,360000,yes,8,16000,manual
1970-M-1099,2023-08-28,Monday,August,Jos South,Gut Rayfield,31.3260166684786,1970,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,16000,2,53000,yes,20,no,marabel,july,0.8,no,na,0,no,0,0.75,370,370000,yes,9,18000,manual
1970-F-9601,2023-09-01,Friday,September,Jos South,Gura Lando Gyel,805.340866665045,1970,Female,Married,6,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,12000,2,53000,yes,20,no,nicola,july,0.95,no,na,0,no,0,0.85,340,340000,yes,8,16000,manual
1970-F-6627,2023-09-01,Friday,September,Jos South,Kuru,62.7667166630427,1970,Female,Married,6,tertiary_education,rented,zinc,yes,may,0.18,0.14,0.2,120000,24000,4,106000,yes,16,no,marabel,july,1.7,no,na,0,no,0,1.6,350,350000,yes,25,50000,manual
1970-M-2265,2023-09-03,Sunday,September,Jos South,Daholpya Turu,645.241533331076,1970,Male,Married,6,secondary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,26000,4,106000,yes,20,no,marabel,july,1.35,no,na,0,no,0,1.25,350,350000,yes,18,36000,manual
1970-M-5915,2023-09-03,Sunday,September,Jos South,Chugwi Vwang,18.2235499978066,1970,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,25000,4,103000,yes,20,no,marabel,july,1.25,no,na,0,no,0,1.2,360,360000,yes,20,40000,manual
